kind,cutoff,class,support,predicted,true_positive,precision,recall,coverage_all,none_fp_count,none_fp,total_coverage_all,total_correct_positive_recall,total_none_fp
per_class,0.5,supersedes,106,127,101,0.7952755905511811,0.9528301886792453,0.2204861111111111,24,0.09266409266409266,0.6059027777777778,0.9652996845425867,0.15444015444015444
per_class,0.5,cancels,72,76,67,0.881578947368421,0.9305555555555556,0.13194444444444445,8,0.03088803088803089,0.6059027777777778,0.9652996845425867,0.15444015444015444
per_class,0.5,completes,70,76,69,0.9078947368421053,0.9857142857142858,0.13194444444444445,7,0.02702702702702703,0.6059027777777778,0.9652996845425867,0.15444015444015444
per_class,0.5,reinstates,69,70,69,0.9857142857142858,1.0,0.12152777777777778,1,0.003861003861003861,0.6059027777777778,0.9652996845425867,0.15444015444015444
per_class,0.51,supersedes,106,127,101,0.7952755905511811,0.9528301886792453,0.2204861111111111,24,0.09266409266409266,0.6059027777777778,0.9652996845425867,0.15444015444015444
per_class,0.51,cancels,72,76,67,0.881578947368421,0.9305555555555556,0.13194444444444445,8,0.03088803088803089,0.6059027777777778,0.9652996845425867,0.15444015444015444
per_class,0.51,completes,70,76,69,0.9078947368421053,0.9857142857142858,0.13194444444444445,7,0.02702702702702703,0.6059027777777778,0.9652996845425867,0.15444015444015444
per_class,0.51,reinstates,69,70,69,0.9857142857142858,1.0,0.12152777777777778,1,0.003861003861003861,0.6059027777777778,0.9652996845425867,0.15444015444015444
per_class,0.52,supersedes,106,127,101,0.7952755905511811,0.9528301886792453,0.2204861111111111,24,0.09266409266409266,0.6041666666666666,0.9652996845425867,0.15057915057915058
per_class,0.52,cancels,72,76,67,0.881578947368421,0.9305555555555556,0.13194444444444445,8,0.03088803088803089,0.6041666666666666,0.9652996845425867,0.15057915057915058
per_class,0.52,completes,70,76,69,0.9078947368421053,0.9857142857142858,0.13194444444444445,7,0.02702702702702703,0.6041666666666666,0.9652996845425867,0.15057915057915058
per_class,0.52,reinstates,69,69,69,1.0,1.0,0.11979166666666667,0,0.0,0.6041666666666666,0.9652996845425867,0.15057915057915058
per_class,0.53,supersedes,106,125,101,0.808,0.9528301886792453,0.2170138888888889,23,0.0888030888030888,0.6006944444444444,0.9652996845425867,0.14671814671814673
per_class,0.53,cancels,72,76,67,0.881578947368421,0.9305555555555556,0.13194444444444445,8,0.03088803088803089,0.6006944444444444,0.9652996845425867,0.14671814671814673
per_class,0.53,completes,70,76,69,0.9078947368421053,0.9857142857142858,0.13194444444444445,7,0.02702702702702703,0.6006944444444444,0.9652996845425867,0.14671814671814673
per_class,0.53,reinstates,69,69,69,1.0,1.0,0.11979166666666667,0,0.0,0.6006944444444444,0.9652996845425867,0.14671814671814673
per_class,0.54,supersedes,106,124,101,0.8145161290322581,0.9528301886792453,0.2152777777777778,22,0.08494208494208494,0.5989583333333334,0.9652996845425867,0.14285714285714285
per_class,0.54,cancels,72,76,67,0.881578947368421,0.9305555555555556,0.13194444444444445,8,0.03088803088803089,0.5989583333333334,0.9652996845425867,0.14285714285714285
per_class,0.54,completes,70,76,69,0.9078947368421053,0.9857142857142858,0.13194444444444445,7,0.02702702702702703,0.5989583333333334,0.9652996845425867,0.14285714285714285
per_class,0.54,reinstates,69,69,69,1.0,1.0,0.11979166666666667,0,0.0,0.5989583333333334,0.9652996845425867,0.14285714285714285
