kind,cutoff,class,support,predicted,true_positive,precision,recall,coverage_all,none_fp_count,none_fp,total_coverage_all,total_correct_positive_recall,total_none_fp
per_class,0.74,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5694444444444444,0.943217665615142,0.10424710424710425
per_class,0.75,supersedes,106,121,97,0.8016528925619835,0.9150943396226415,0.21006944444444445,22,0.08494208494208494,0.5677083333333334,0.943217665615142,0.10038610038610038
per_class,0.75,cancels,72,69,68,0.9855072463768116,0.9444444444444444,0.11979166666666667,1,0.003861003861003861,0.5677083333333334,0.943217665615142,0.10038610038610038
per_class,0.75,completes,70,70,68,0.9714285714285714,0.9714285714285714,0.12152777777777778,2,0.007722007722007722,0.5677083333333334,0.943217665615142,0.10038610038610038
per_class,0.75,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5677083333333334,0.943217665615142,0.10038610038610038
per_class,0.76,supersedes,106,119,96,0.8067226890756303,0.9056603773584906,0.2065972222222222,21,0.08108108108108109,0.5642361111111112,0.9400630914826499,0.09652509652509653
per_class,0.76,cancels,72,69,68,0.9855072463768116,0.9444444444444444,0.11979166666666667,1,0.003861003861003861,0.5642361111111112,0.9400630914826499,0.09652509652509653
per_class,0.76,completes,70,70,68,0.9714285714285714,0.9714285714285714,0.12152777777777778,2,0.007722007722007722,0.5642361111111112,0.9400630914826499,0.09652509652509653
per_class,0.76,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5642361111111112,0.9400630914826499,0.09652509652509653
per_class,0.77,supersedes,106,116,94,0.8103448275862069,0.8867924528301887,0.2013888888888889,20,0.07722007722007722,0.5572916666666666,0.9337539432176656,0.0888030888030888
per_class,0.77,cancels,72,69,68,0.9855072463768116,0.9444444444444444,0.11979166666666667,1,0.003861003861003861,0.5572916666666666,0.9337539432176656,0.0888030888030888
per_class,0.77,completes,70,69,68,0.9855072463768116,0.9714285714285714,0.11979166666666667,1,0.003861003861003861,0.5572916666666666,0.9337539432176656,0.0888030888030888
per_class,0.77,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5572916666666666,0.9337539432176656,0.0888030888030888
per_class,0.78,supersedes,106,116,94,0.8103448275862069,0.8867924528301887,0.2013888888888889,20,0.07722007722007722,0.5572916666666666,0.9337539432176656,0.0888030888030888
per_class,0.78,cancels,72,69,68,0.9855072463768116,0.9444444444444444,0.11979166666666667,1,0.003861003861003861,0.5572916666666666,0.9337539432176656,0.0888030888030888
per_class,0.78,completes,70,69,68,0.9855072463768116,0.9714285714285714,0.11979166666666667,1,0.003861003861003861,0.5572916666666666,0.9337539432176656,0.0888030888030888
per_class,0.78,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5572916666666666,0.9337539432176656,0.0888030888030888
per_class,0.79,supersedes,106,116,94,0.8103448275862069,0.8867924528301887,0.2013888888888889,20,0.07722007722007722,0.5555555555555556,0.9305993690851735,0.0888030888030888
per_class,0.79,cancels,72,68,67,0.9852941176470589,0.9305555555555556,0.11805555555555555,1,0.003861003861003861,0.5555555555555556,0.9305993690851735,0.0888030888030888
per_class,0.79,completes,70,69,68,0.9855072463768116,0.9714285714285714,0.11979166666666667,1,0.003861003861003861,0.5555555555555556,0.9305993690851735,0.0888030888030888
per_class,0.79,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5555555555555556,0.9305993690851735,0.0888030888030888
per_class,0.8,supersedes,106,116,94,0.8103448275862069,0.8867924528301887,0.2013888888888889,20,0.07722007722007722,0.5538194444444444,0.9274447949526814,0.0888030888030888
per_class,0.8,cancels,72,67,66,0.9850746268656716,0.9166666666666666,0.11631944444444445,1,0.003861003861003861,0.5538194444444444,0.9274447949526814,0.0888030888030888
per_class,0.8,completes,70,69,68,0.9855072463768116,0.9714285714285714,0.11979166666666667,1,0.003861003861003861,0.5538194444444444,0.9274447949526814,0.0888030888030888
per_class,0.8,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5538194444444444,0.9274447949526814,0.0888030888030888
per_class,0.81,supersedes,106,114,92,0.8070175438596491,0.8679245283018868,0.19791666666666666,20,0.07722007722007722,0.5503472222222222,0.9211356466876972,0.0888030888030888
per_class,0.81,cancels,72,67,66,0.9850746268656716,0.9166666666666666,0.11631944444444445,1,0.003861003861003861,0.5503472222222222,0.9211356466876972,0.0888030888030888
